#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2012 07 11 01 20  56  6.5 999 99.0 9999
2012 07 11 01 30  60  6.2 999 99.0 9999
2012 07 11 01 40  60  6.3 999 99.0 9999
2012 07 11 01 50  56  6.1  44  8.1 0100
2012 07 11 02 00  56  6.3 999 99.0 9999
2012 07 11 02 10  57  6.3 999 99.0 9999
2012 07 11 02 20  59  5.8 999 99.0 9999
2012 07 11 02 30  63  5.5 999 99.0 9999
2012 07 11 02 40  58  5.4 999 99.0 9999
2012 07 11 02 50  54  5.6  50  7.7 0200
2012 07 11 03 00  56  5.6 999 99.0 9999
2012 07 11 03 10  56  6.0 999 99.0 9999
2012 07 11 03 20  51  5.8 999 99.0 9999
2012 07 11 03 30  48  5.9 999 99.0 9999
2012 07 11 03 40  46  6.5 999 99.0 9999
2012 07 11 03 50  64  8.1  59 10.8 0342
2012 07 11 04 00  53  6.6 999 99.0 9999
2012 07 11 04 10  40  5.4 999 99.0 9999
2012 07 11 04 20  44  4.7 999 99.0 9999
2012 07 11 04 30  57  6.2 999 99.0 9999
2012 07 11 04 40  54  6.2 999 99.0 9999
2012 07 11 04 50  54  6.8  43  8.5 0446
2012 07 11 05 00  46  7.0 999 99.0 9999
2012 07 11 05 10  50  6.6 999 99.0 9999
2012 07 11 05 20  57  5.9 999 99.0 9999
2012 07 11 05 30  41  6.1 999 99.0 9999
2012 07 11 05 40  67  6.2 999 99.0 9999
2012 07 11 05 50  69  6.3  48  8.3 0456
2012 07 11 06 00  72  6.0 999 99.0 9999
2012 07 11 06 10  70  5.9 999 99.0 9999
2012 07 11 06 20  72  5.8 999 99.0 9999
2012 07 11 06 30  69  6.5 999 99.0 9999
2012 07 11 06 40  69  6.7 999 99.0 9999
2012 07 11 06 50  68  6.3  62  8.0 0623
2012 07 11 07 00  64  6.2 999 99.0 9999
2012 07 11 07 10  66  6.4 999 99.0 9999
2012 07 11 07 20  64  6.7 999 99.0 9999
2012 07 11 07 30  62  6.9 999 99.0 9999
2012 07 11 07 40  63  7.3 999 99.0 9999
2012 07 11 07 50  68  6.9  71  8.8 0734
2012 07 11 08 00  68  6.2 999 99.0 9999
2012 07 11 08 10  65  6.7 999 99.0 9999
2012 07 11 08 20  68  6.7 999 99.0 9999
2012 07 11 08 30  67  6.5 999 99.0 9999
2012 07 11 08 40  67  6.6 999 99.0 9999
2012 07 11 08 50  69  6.5  69  8.3 0815
2012 07 11 09 00  70  6.6 999 99.0 9999
2012 07 11 09 10  71  6.6 999 99.0 9999
2012 07 11 09 20  69  6.7 999 99.0 9999
2012 07 11 09 30  75  6.6 999 99.0 9999
2012 07 11 09 40  66  6.6 999 99.0 9999
2012 07 11 09 50  71  6.4  62  8.1 0916
2012 07 11 10 00  70  6.1 999 99.0 9999
2012 07 11 10 10  67  6.2 999 99.0 9999
2012 07 11 10 20  67  6.4 999 99.0 9999
2012 07 11 10 30  71  6.3 999 99.0 9999
2012 07 11 10 40  70  6.2 999 99.0 9999
2012 07 11 10 50  69  6.2  68  7.8 1018
2012 07 11 11 00  72  6.0 999 99.0 9999
2012 07 11 11 10  73  5.6 999 99.0 9999
2012 07 11 11 20  66  5.6 999 99.0 9999
2012 07 11 11 30  66  5.7 999 99.0 9999
2012 07 11 11 40  71  6.3 999 99.0 9999
2012 07 11 11 50  70  6.1  68  7.5 1133
2012 07 11 12 00  68  5.6 999 99.0 9999
2012 07 11 12 10  74  5.6 999 99.0 9999
2012 07 11 12 20  69  5.2 999 99.0 9999
2012 07 11 12 30  65  4.9 999 99.0 9999
2012 07 11 12 40  70  8.7 999 99.0 9999
2012 07 11 12 50  83  5.4  72 13.1 1234
2012 07 11 13 00  57  3.7 999 99.0 9999
2012 07 11 13 10  43  4.2 999 99.0 9999
2012 07 11 13 20  50  3.9 999 99.0 9999
2012 07 11 13 30  73  6.0 999 99.0 9999
2012 07 11 13 40  73  6.2 999 99.0 9999
2012 07 11 13 50  74  6.4  83  7.7 1326
2012 07 11 14 00  76  6.2 999 99.0 9999
2012 07 11 14 10  79  6.0 999 99.0 9999
2012 07 11 14 20  78  6.1 999 99.0 9999
2012 07 11 14 30  78  6.1 999 99.0 9999
2012 07 11 14 40  70  6.1 999 99.0 9999
2012 07 11 14 50  67  6.2  80  7.4 1411
2012 07 11 15 00  71  6.3 999 99.0 9999
2012 07 11 15 10  69  6.2 999 99.0 9999
2012 07 11 15 20  78  5.9 999 99.0 9999
2012 07 11 15 30  76  5.7 999 99.0 9999
2012 07 11 15 40  74  5.9 999 99.0 9999
2012 07 11 15 50  72  5.8  62  7.6 1504
2012 07 11 16 00  74  6.1 999 99.0 9999
2012 07 11 16 10  72  6.2 999 99.0 9999
2012 07 11 16 20  72  6.0 999 99.0 9999
2012 07 11 16 30  72  5.8 999 99.0 9999
2012 07 11 16 40  69  5.7 999 99.0 9999
2012 07 11 16 50  72  5.3  73  7.3 1609
2012 07 11 17 00  59  5.2 999 99.0 9999
2012 07 11 17 10  66  5.1 999 99.0 9999
2012 07 11 17 20  75  5.3 999 99.0 9999
2012 07 11 17 30  73  5.6 999 99.0 9999
2012 07 11 17 40  70  5.4 999 99.0 9999
2012 07 11 17 50  71  5.8  77  6.7 1723
2012 07 11 18 00  67  5.8 999 99.0 9999
2012 07 11 18 10  69  5.8 999 99.0 9999
2012 07 11 18 20  72  5.3 999 99.0 9999
2012 07 11 18 30  71  5.3 999 99.0 9999
2012 07 11 18 40  77  5.9 999 99.0 9999
2012 07 11 18 50  77  5.8  66  7.2 1759
2012 07 11 19 00  73  5.6 999 99.0 9999
2012 07 11 19 10  69  5.6 999 99.0 9999
2012 07 11 19 20  77  5.9 999 99.0 9999
2012 07 11 19 30  75  6.0 999 99.0 9999
2012 07 11 19 40  76  6.2 999 99.0 9999
2012 07 11 19 50  75  6.1  78  7.5 1938
2012 07 11 20 00  74  6.1 999 99.0 9999
2012 07 11 20 10  68  6.2 999 99.0 9999
2012 07 11 20 20  63  6.2 999 99.0 9999
2012 07 11 20 30  68  6.2 999 99.0 9999
2012 07 11 20 40  68  6.0 999 99.0 9999
2012 07 11 20 50  64  6.1  62  7.6 2015
2012 07 11 21 00  59  6.2 999 99.0 9999
2012 07 11 21 10  63  5.8 999 99.0 9999
2012 07 11 21 20  60  5.2 999 99.0 9999
2012 07 11 21 30  52  5.2 999 99.0 9999
2012 07 11 21 40  51  5.6 999 99.0 9999
2012 07 11 21 50  59  5.8  55  7.3 2059
2012 07 11 22 00  61  5.2 999 99.0 9999
2012 07 11 22 10  65  5.5 999 99.0 9999
2012 07 11 22 20  67  5.7 999 99.0 9999
2012 07 11 22 30  67  5.8 999 99.0 9999
2012 07 11 22 40  70  7.0 999 99.0 9999
2012 07 11 22 50  69  7.0  72  8.7 2233
2012 07 11 23 00  70  6.6 999 99.0 9999
2012 07 11 23 10  72  6.4 999 99.0 9999
2012 07 11 23 20  67  6.1 999 99.0 9999
2012 07 11 23 30  66  5.9 999 99.0 9999
2012 07 11 23 40  61  5.4 999 99.0 9999
2012 07 11 23 50  56  5.0  73  8.0 2302
2012 07 12 00 00  56  5.3 999 99.0 9999
2012 07 12 00 10  63  5.9 999 99.0 9999
2012 07 12 00 20  68  5.6 999 99.0 9999
2012 07 12 00 30  63  6.4 999 99.0 9999
2012 07 12 00 40  63  5.9 999 99.0 9999
2012 07 12 00 50  68  6.1  62  7.8 0028
2012 07 12 01 00  73  6.2 999 99.0 9999
2012 07 12 01 10  76  6.4 999 99.0 9999
2012 07 12 01 20  80  6.9 999 99.0 9999
2012 07 12 01 30  82  7.0 999 99.0 9999
2012 07 12 01 40  82  6.4 999 99.0 9999
2012 07 12 01 50  85  6.7  85  8.3 0117
2012 07 12 02 00  77  6.4 999 99.0 9999
2012 07 12 02 10  74  5.7 999 99.0 9999
2012 07 12 02 20  71  5.5 999 99.0 9999
2012 07 12 02 30  72  5.1 999 99.0 9999
2012 07 12 02 40  75  4.6 999 99.0 9999
2012 07 12 02 50  76  4.7  80  7.7 0152
2012 07 12 03 00  77  5.0 999 99.0 9999
2012 07 12 03 10  79  5.2 999 99.0 9999
2012 07 12 03 20  76  5.1 999 99.0 9999
2012 07 12 03 30  77  4.7 999 99.0 9999
2012 07 12 03 40  78  4.8 999 99.0 9999
2012 07 12 03 50  79  5.3  81  6.6 0344
2012 07 12 04 00  84  5.3 999 99.0 9999
2012 07 12 04 10  83  5.3 999 99.0 9999
2012 07 12 04 20  75  5.8 999 99.0 9999
2012 07 12 04 30  73  5.8 999 99.0 9999
2012 07 12 04 40  67  5.4 999 99.0 9999
2012 07 12 04 50  71  5.6  74  7.1 0419
2012 07 12 05 00  71  5.9 999 99.0 9999
2012 07 12 05 10  73  6.5 999 99.0 9999
2012 07 12 05 20  73  6.3 999 99.0 9999
2012 07 12 05 30  73  6.5 999 99.0 9999
2012 07 12 05 40  72  6.8 999 99.0 9999
2012 07 12 05 50  66  6.9  65  8.2 0534
2012 07 12 06 00  66  7.2 999 99.0 9999
2012 07 12 06 10  62  6.8 999 99.0 9999
2012 07 12 06 20  63  6.7 999 99.0 9999
2012 07 12 06 30  63  6.7 999 99.0 9999
2012 07 12 06 40  60  6.9 999 99.0 9999
2012 07 12 06 50  59  7.4  57  8.9 0649
2012 07 12 07 00  62  7.2 999 99.0 9999
2012 07 12 07 10  66  7.3 999 99.0 9999
2012 07 12 07 20  62  7.2 999 99.0 9999
2012 07 12 07 30  66  7.2 999 99.0 9999
2012 07 12 07 40  63  7.0 999 99.0 9999
2012 07 12 07 50  64  7.3  63  8.9 0747
2012 07 12 08 00  67  7.4 999 99.0 9999
2012 07 12 08 10  65  7.3 999 99.0 9999
2012 07 12 08 20  68  7.5 999 99.0 9999
2012 07 12 08 30  72  7.3 999 99.0 9999
2012 07 12 08 40  75  7.0 999 99.0 9999
2012 07 12 08 50  75  7.1  61  9.4 0811
2012 07 12 09 00  77  7.1 999 99.0 9999
2012 07 12 09 10  74  7.3 999 99.0 9999
2012 07 12 09 20  71  6.9 999 99.0 9999
2012 07 12 09 30  76  7.4 999 99.0 9999
2012 07 12 09 40  75  7.1 999 99.0 9999
2012 07 12 09 50  69  7.2  79  9.1 0927
2012 07 12 10 00  65  7.2 999 99.0 9999
2012 07 12 10 10  69  7.0 999 99.0 9999
2012 07 12 10 20  69  7.9 999 99.0 9999
2012 07 12 10 30  75  7.2 999 99.0 9999
2012 07 12 10 40  75  7.7 999 99.0 9999
2012 07 12 10 50  72  7.7  67  9.5 1042
2012 07 12 11 00  74  7.4 999 99.0 9999
2012 07 12 11 10  70  7.4 999 99.0 9999
2012 07 12 11 20  70  7.0 999 99.0 9999
2012 07 12 11 30  67  7.1 999 99.0 9999
2012 07 12 11 40  70  7.4 999 99.0 9999
2012 07 12 11 50  68  7.2  69  9.0 1103
2012 07 12 12 00  70  7.4 999 99.0 9999
2012 07 12 12 10  69  7.5 999 99.0 9999
2012 07 12 12 20  68  7.6 999 99.0 9999
2012 07 12 12 30  68  7.6 999 99.0 9999
2012 07 12 12 40  67  7.7 999 99.0 9999
2012 07 12 12 50  65  8.0  69  9.4 1234
2012 07 12 13 00  60  7.8 999 99.0 9999
2012 07 12 13 10  62  7.6 999 99.0 9999
2012 07 12 13 20  61  7.2 999 99.0 9999
2012 07 12 13 30  65  7.0 999 99.0 9999
2012 07 12 13 40  65  6.8 999 99.0 9999
2012 07 12 13 50  61  6.9  60  9.3 1252
2012 07 12 14 00  62  6.5 999 99.0 9999
2012 07 12 14 10  58  7.2 999 99.0 9999
2012 07 12 14 20  63  6.8 999 99.0 9999
2012 07 12 14 30  60  6.3 999 99.0 9999
2012 07 12 14 40  66  6.7 999 99.0 9999
2012 07 12 14 50  67  6.6  50  8.8 1401
2012 07 12 15 00  69  6.2 999 99.0 9999
2012 07 12 15 10  79  6.2 999 99.0 9999
2012 07 12 15 20  77  6.2 999 99.0 9999
2012 07 12 15 30  80  6.2 999 99.0 9999
2012 07 12 15 40  82  6.3 999 99.0 9999
2012 07 12 15 50  74  7.1  71  8.7 1549
2012 07 12 16 00  70  6.7 999 99.0 9999
2012 07 12 16 10  69  7.4 999 99.0 9999
2012 07 12 16 20  70  7.3 999 99.0 9999
2012 07 12 16 30  68  7.4 999 99.0 9999
2012 07 12 16 40  71  7.7 999 99.0 9999
2012 07 12 16 50  75  8.3  79  9.6 1643
2012 07 12 17 00  76  7.8 999 99.0 9999
2012 07 12 17 10  77  7.8 999 99.0 9999
2012 07 12 17 20  72  8.0 999 99.0 9999
2012 07 12 17 30  77  8.1 999 99.0 9999
2012 07 12 17 40  73  7.8 999 99.0 9999
2012 07 12 17 50  76  7.4  73  9.5 1655
2012 07 12 18 00  80  7.2 999 99.0 9999
2012 07 12 18 10  90  7.7 999 99.0 9999
2012 07 12 18 20  90  9.3 999 99.0 9999
2012 07 12 18 30  82 10.0 999 99.0 9999
2012 07 12 18 40  74  9.1 999 99.0 9999
2012 07 12 18 50  67  9.1  80 12.4 1824
2012 07 12 19 00  69  9.6 999 99.0 9999
2012 07 12 19 10  61  9.1 999 99.0 9999
2012 07 12 19 20  66  8.0 999 99.0 9999
2012 07 12 19 30  57  7.5 999 99.0 9999
2012 07 12 19 40  59  6.6 999 99.0 9999
2012 07 12 19 50  57  6.6  74 11.8 1850
2012 07 12 20 00  51  7.3 999 99.0 9999
2012 07 12 20 10  46  7.2 999 99.0 9999
2012 07 12 20 20  45  6.8 999 99.0 9999
2012 07 12 20 30  42  5.7 999 99.0 9999
2012 07 12 20 40  45  5.1 999 99.0 9999
2012 07 12 20 50  43  5.0  43  8.6 2000
2012 07 12 21 00  47  4.8 999 99.0 9999
2012 07 12 21 10  54  5.1 999 99.0 9999
2012 07 12 21 20  54  5.3 999 99.0 9999
2012 07 12 21 30  68  7.5 999 99.0 9999
2012 07 12 21 40  68  7.7 999 99.0 9999
2012 07 12 21 50  70  8.3  68 10.1 2147
2012 07 12 22 00  71  8.0 999 99.0 9999
2012 07 12 22 10  71  7.8 999 99.0 9999
2012 07 12 22 20  74  7.8 999 99.0 9999
2012 07 12 22 30  85  7.4 999 99.0 9999
2012 07 12 22 40  78  6.2 999 99.0 9999
2012 07 12 22 50  76  7.3  79  9.3 2217
2012 07 12 23 00  86  9.6 999 99.0 9999
2012 07 12 23 10  86  9.1 999 99.0 9999
2012 07 12 23 20  93  8.8 999 99.0 9999
2012 07 12 23 30  87  9.9 999 99.0 9999
2012 07 12 23 40  74  5.2 999 99.0 9999
2012 07 12 23 50  70  4.2  89 12.0 2259
2012 07 13 00 00  79  7.8 999 99.0 9999
2012 07 13 00 10  80  8.1 999 99.0 9999
2012 07 13 00 20  79  8.0 999 99.0 9999
2012 07 13 00 30  78  7.8 999 99.0 9999
2012 07 13 00 40  72  8.1 999 99.0 9999
2012 07 13 00 50  72  8.1  81 10.0 0002
2012 07 13 01 00  74  8.2 999 99.0 9999
2012 07 13 01 10  72  8.5 999 99.0 9999
2012 07 13 01 20  70  7.6 999 99.0 9999
2012 07 13 01 30  70  7.6 999 99.0 9999
2012 07 13 01 40  67  7.2 999 99.0 9999
2012 07 13 01 50  71  6.8  75  9.8 0106
2012 07 13 02 00  73  7.1 999 99.0 9999
2012 07 13 02 10  71  8.7 999 99.0 9999
2012 07 13 02 20  70  8.7 999 99.0 9999
2012 07 13 02 30  69  8.6 999 99.0 9999
2012 07 13 02 40  70  8.6 999 99.0 9999
2012 07 13 02 50  71  8.7  67 10.8 0248
2012 07 13 03 00  70  8.5 999 99.0 9999
2012 07 13 03 10  71  8.5 999 99.0 9999
2012 07 13 03 20  72  9.1 999 99.0 9999
2012 07 13 03 30  72  9.0 999 99.0 9999
2012 07 13 03 40  69  9.1 999 99.0 9999
2012 07 13 03 50  72  9.4  71 11.6 0339
2012 07 13 04 00  74  9.0 999 99.0 9999
2012 07 13 04 10  77  8.6 999 99.0 9999
2012 07 13 04 20  75  8.5 999 99.0 9999
2012 07 13 04 30  73  9.3 999 99.0 9999
2012 07 13 04 40  76  9.1 999 99.0 9999
2012 07 13 04 50  77  9.5  75 11.6 0448
2012 07 13 05 00  75  9.0 999 99.0 9999
2012 07 13 05 10  73  9.5 999 99.0 9999
2012 07 13 05 20  72  8.9 999 99.0 9999
2012 07 13 05 30  72  8.5 999 99.0 9999
2012 07 13 05 40  72  8.8 999 99.0 9999
2012 07 13 05 50  77  9.3  78 11.4 0501
2012 07 13 06 00  78  9.1 999 99.0 9999
2012 07 13 06 10  76  8.8 999 99.0 9999
2012 07 13 06 20  74  9.0 999 99.0 9999
2012 07 13 06 30  79  8.7 999 99.0 9999
2012 07 13 06 40  77  8.0 999 99.0 9999
2012 07 13 06 50  77  7.7  75 11.3 0550
2012 07 13 07 00  76  7.5 999 99.0 9999
2012 07 13 07 10  72  7.8 999 99.0 9999
2012 07 13 07 20  72  8.1 999 99.0 9999
2012 07 13 07 30  74  8.6 999 99.0 9999
2012 07 13 07 40  74  8.9 999 99.0 9999
2012 07 13 07 50  71  8.4  74 10.7 0734
2012 07 13 08 00  70  7.7 999 99.0 9999
2012 07 13 08 10  73  8.8 999 99.0 9999
2012 07 13 08 20  75  8.7 999 99.0 9999
2012 07 13 08 30  84  7.8 999 99.0 9999
2012 07 13 08 40  81  7.7 999 99.0 9999
2012 07 13 08 50  76  8.0  66 10.4 0804
2012 07 13 09 00  77  7.7 999 99.0 9999
2012 07 13 09 10  79  8.7 999 99.0 9999
2012 07 13 09 20  78  8.1 999 99.0 9999
2012 07 13 09 30  80  8.1 999 99.0 9999
2012 07 13 09 40  77  7.9 999 99.0 9999
2012 07 13 09 50  78  7.4  80 10.5 0921
2012 07 13 10 00  76  7.8 999 99.0 9999
2012 07 13 10 10  77  7.6 999 99.0 9999
2012 07 13 10 20  79  7.8 999 99.0 9999
2012 07 13 10 30  78  8.4 999 99.0 9999
2012 07 13 10 40  80  8.2 999 99.0 9999
2012 07 13 10 50  77  8.5  77 10.3 1041
2012 07 13 11 00  77  8.2 999 99.0 9999
2012 07 13 11 10  75  8.3 999 99.0 9999
2012 07 13 11 20  75  8.3 999 99.0 9999
2012 07 13 11 30  75  8.5 999 99.0 9999
2012 07 13 11 40  76  8.5 999 99.0 9999
2012 07 13 11 50  76  8.0  78 10.2 1126
2012 07 13 12 00  74  8.0 999 99.0 9999
2012 07 13 12 10  74  8.1 999 99.0 9999
2012 07 13 12 20  75  8.4 999 99.0 9999
2012 07 13 12 30  74  7.9 999 99.0 9999
2012 07 13 12 40  73  8.3 999 99.0 9999
2012 07 13 12 50  73  8.1  78 10.1 1210
2012 07 13 13 00  74  8.5 999 99.0 9999
2012 07 13 13 10  71  7.9 999 99.0 9999
2012 07 13 13 20  71  8.3 999 99.0 9999
2012 07 13 13 30  74  8.5 999 99.0 9999
2012 07 13 13 40  72  8.4 999 99.0 9999
2012 07 13 13 50  69  7.8  72 10.7 1250
2012 07 13 14 00  67  8.2 999 99.0 9999
2012 07 13 14 10  67  7.7 999 99.0 9999
2012 07 13 14 20  62  7.9 999 99.0 9999
2012 07 13 14 30  68  8.1 999 99.0 9999
2012 07 13 14 40  62  7.8 999 99.0 9999
2012 07 13 14 50  63  8.3  66 10.1 1350
2012 07 13 15 00  65  8.1 999 99.0 9999
2012 07 13 15 10  70  7.9 999 99.0 9999
2012 07 13 15 20  70  8.5 999 99.0 9999
2012 07 13 15 30  70  8.7 999 99.0 9999
2012 07 13 15 40  67  8.8 999 99.0 9999
2012 07 13 15 50  67  8.9  68 10.9 1527
2012 07 13 16 00  71  7.4 999 99.0 9999
2012 07 13 16 10  76  7.3 999 99.0 9999
2012 07 13 16 20  77  8.8 999 99.0 9999
2012 07 13 16 30  77  9.5 999 99.0 9999
2012 07 13 16 40  76  9.3 999 99.0 9999
2012 07 13 16 50  72  9.1  78 11.2 1643
2012 07 13 17 00  71  9.5 999 99.0 9999
2012 07 13 17 10  74  9.0 999 99.0 9999
2012 07 13 17 20  79  9.0 999 99.0 9999
2012 07 13 17 30  84  8.8 999 99.0 9999
2012 07 13 17 40  88  7.9 999 99.0 9999
2012 07 13 17 50  83  7.9  77 11.3 1655
2012 07 13 18 00  81  8.4 999 99.0 9999
2012 07 13 18 10  80  8.3 999 99.0 9999
2012 07 13 18 20  76  8.2 999 99.0 9999
2012 07 13 18 30  78  8.9 999 99.0 9999
2012 07 13 18 40  81  7.9 999 99.0 9999
2012 07 13 18 50  82  8.5  78 10.5 1830
2012 07 13 19 00  77  8.1 999 99.0 9999
2012 07 13 19 10  78  8.1 999 99.0 9999
2012 07 13 19 20  79  7.8 999 99.0 9999
2012 07 13 19 30  77  7.9 999 99.0 9999
2012 07 13 19 40  76  8.8 999 99.0 9999
2012 07 13 19 50  76  8.6  69 10.6 1939
2012 07 13 20 00  76  8.8 999 99.0 9999
2012 07 13 20 10  80  8.3 999 99.0 9999
2012 07 13 20 20  80  9.1 999 99.0 9999
2012 07 13 20 30  80  9.2 999 99.0 9999
2012 07 13 20 40  79  9.3 999 99.0 9999
2012 07 13 20 50  79  9.2  83 11.4 2038
2012 07 13 21 00  82  8.2 999 99.0 9999
2012 07 13 21 10  83  8.2 999 99.0 9999
2012 07 13 21 20  80  8.2 999 99.0 9999
2012 07 13 21 30  82  7.7 999 99.0 9999
2012 07 13 21 40  85  7.7 999 99.0 9999
2012 07 13 21 50  90  7.7  81 10.3 2052
2012 07 13 22 00  86  7.7 999 99.0 9999
2012 07 13 22 10  86  7.7 999 99.0 9999
2012 07 13 22 20  83  7.6 999 99.0 9999
2012 07 13 22 30  87  6.6 999 99.0 9999
2012 07 13 22 40  88  7.2 999 99.0 9999
2012 07 13 22 50  89  7.3  84  9.4 2205
2012 07 13 23 00  83  7.3 999 99.0 9999
2012 07 13 23 10  81  8.0 999 99.0 9999
2012 07 13 23 20  82  7.7 999 99.0 9999
2012 07 13 23 30  78  7.3 999 99.0 9999
2012 07 13 23 40  76  7.2 999 99.0 9999
2012 07 13 23 50  77  7.4  78  9.5 2317
2012 07 14 00 00  74  8.0 999 99.0 9999
2012 07 14 00 10  77  7.6 999 99.0 9999
2012 07 14 00 20  73  8.4 999 99.0 9999
2012 07 14 00 30  74  8.5 999 99.0 9999
2012 07 14 00 40  72  8.6 999 99.0 9999
2012 07 14 00 50  77  8.3  69 11.1 0030
2012 07 14 01 00  78  8.8 999 99.0 9999
2012 07 14 01 10  77  8.6 999 99.0 9999
2012 07 14 01 20  77  8.2 999 99.0 9999
2012 07 14 01 30  81  8.1 999 99.0 9999
2012 07 14 01 40  80  7.8 999 99.0 9999
2012 07 14 01 50  77  8.1  74 10.8 0058
2012 07 14 02 00  76  8.4 999 99.0 9999
2012 07 14 02 10  77  9.0 999 99.0 9999
2012 07 14 02 20  76  9.0 999 99.0 9999
2012 07 14 02 30  77  8.6 999 99.0 9999
2012 07 14 02 40  78  8.1 999 99.0 9999
2012 07 14 02 50  79  8.1  73 10.9 0212
2012 07 14 03 00  74  8.0 999 99.0 9999
2012 07 14 03 10  77  7.5 999 99.0 9999
2012 07 14 03 20  77  8.1 999 99.0 9999
2012 07 14 03 30  76  8.3 999 99.0 9999
2012 07 14 03 40  75  8.4 999 99.0 9999
2012 07 14 03 50  75  8.0  81 10.0 0332
2012 07 14 04 00  75  8.0 999 99.0 9999
2012 07 14 04 10  73  7.6 999 99.0 9999
2012 07 14 04 20  72  7.9 999 99.0 9999
2012 07 14 04 30  72  8.4 999 99.0 9999
2012 07 14 04 40  76  8.1 999 99.0 9999
2012 07 14 04 50  72  7.9  76  9.9 0433
2012 07 14 05 00  69  7.9 999 99.0 9999
2012 07 14 05 10  75  8.0 999 99.0 9999
2012 07 14 05 20  78  8.4 999 99.0 9999
2012 07 14 05 30  76  8.1 999 99.0 9999
2012 07 14 05 40  74  8.1 999 99.0 9999
2012 07 14 05 50  74  8.7  74 10.3 0541
2012 07 14 06 00  73  7.9 999 99.0 9999
2012 07 14 06 10  72  8.3 999 99.0 9999
2012 07 14 06 20  73  8.8 999 99.0 9999
2012 07 14 06 30  75  9.0 999 99.0 9999
2012 07 14 06 40  76  8.8 999 99.0 9999
2012 07 14 06 50  73  8.5  71 10.9 0627
2012 07 14 07 00  71  8.6 999 99.0 9999
2012 07 14 07 10  78  8.9 999 99.0 9999
2012 07 14 07 20  81  9.0 999 99.0 9999
2012 07 14 07 30  83  8.9 999 99.0 9999
2012 07 14 07 40  84  8.6 999 99.0 9999
2012 07 14 07 50  84  9.1  83 10.9 0741
2012 07 14 08 00  81  8.9 999 99.0 9999
2012 07 14 08 10  77  8.8 999 99.0 9999
2012 07 14 08 20  79  8.8 999 99.0 9999
2012 07 14 08 30  81  9.5 999 99.0 9999
2012 07 14 08 40  79 10.2 999 99.0 9999
2012 07 14 08 50  78  7.4  86 12.2 0829
2012 07 14 09 00  80  8.1 999 99.0 9999
2012 07 14 09 10  82  8.7 999 99.0 9999
2012 07 14 09 20  83  8.4 999 99.0 9999
2012 07 14 09 30  79  8.6 999 99.0 9999
2012 07 14 09 40  72  8.0 999 99.0 9999
2012 07 14 09 50  69  9.3  88 13.1 0946
2012 07 14 10 00  66  9.1 999 99.0 9999
2012 07 14 10 10  62  7.5 999 99.0 9999
2012 07 14 10 20  65  6.8 999 99.0 9999
2012 07 14 10 30  71  6.7 999 99.0 9999
2012 07 14 10 40  74  6.8 999 99.0 9999
2012 07 14 10 50  75  6.7  72 11.0 0950
2012 07 14 11 00  79  6.3 999 99.0 9999
2012 07 14 11 10  82  7.2 999 99.0 9999
2012 07 14 11 20  84  7.0 999 99.0 9999
2012 07 14 11 30  82  7.0 999 99.0 9999
2012 07 14 11 40  81  7.6 999 99.0 9999
2012 07 14 11 50  83  7.7  82  9.6 1137
2012 07 14 12 00  95  7.5 999 99.0 9999
2012 07 14 12 10  90  8.7 999 99.0 9999
2012 07 14 12 20  91  9.5 999 99.0 9999
2012 07 14 12 30  92  8.3 999 99.0 9999
2012 07 14 12 40  88  8.0 999 99.0 9999
2012 07 14 12 50  82  8.4  91 11.0 1215
2012 07 14 13 00  84  9.2 999 99.0 9999
2012 07 14 13 10  90  9.8 999 99.0 9999
2012 07 14 13 20  88  9.1 999 99.0 9999
2012 07 14 13 30  85  9.8 999 99.0 9999
2012 07 14 13 40  85  9.9 999 99.0 9999
2012 07 14 13 50  88  9.4  86 11.9 1330
2012 07 14 14 00  86  9.1 999 99.0 9999
2012 07 14 14 10  93  8.7 999 99.0 9999
2012 07 14 14 20  95  8.1 999 99.0 9999
2012 07 14 14 30  93  8.3 999 99.0 9999
2012 07 14 14 40  97  9.1 999 99.0 9999
2012 07 14 14 50 101  9.5  99 11.5 1440
2012 07 14 15 00  98  8.0 999 99.0 9999
2012 07 14 15 10  85  7.2 999 99.0 9999
2012 07 14 15 20  85  7.3 999 99.0 9999
2012 07 14 15 30  83  7.2 999 99.0 9999
2012 07 14 15 40  84  7.6 999 99.0 9999
2012 07 14 15 50  86  7.6 101  9.8 1450
2012 07 14 16 00  84  7.8 999 99.0 9999
2012 07 14 16 10  82  7.6 999 99.0 9999
2012 07 14 16 20  83  6.8 999 99.0 9999
2012 07 14 16 30  70  6.4 999 99.0 9999
2012 07 14 16 40  71  6.6 999 99.0 9999
2012 07 14 16 50  69  8.3  67  9.7 1645
2012 07 14 17 00  67  8.7 999 99.0 9999
2012 07 14 17 10  70  8.5 999 99.0 9999
2012 07 14 17 20  61  9.5 999 99.0 9999
2012 07 14 17 30  59  9.9 999 99.0 9999
2012 07 14 17 40  55 10.6 999 99.0 9999
2012 07 14 17 50  54 11.4  57 13.4 1747
2012 07 14 18 00  52 11.9 999 99.0 9999
2012 07 14 18 10  49 10.3 999 99.0 9999
2012 07 14 18 20  45  9.7 999 99.0 9999
2012 07 14 18 30  46  7.8 999 99.0 9999
