#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2012 01 18 13 00 181  9.4 999 99.0 9999
2012 01 18 13 10 181 10.0 999 99.0 9999
2012 01 18 13 20 183 10.2 999 99.0 9999
2012 01 18 13 30 183 10.0 999 99.0 9999
2012 01 18 13 40 183  9.6 999 99.0 9999
2012 01 18 13 50 186  9.6 187 12.3 1330
2012 01 18 14 00 189  9.7 999 99.0 9999
2012 01 18 14 10 188  9.1 999 99.0 9999
2012 01 18 14 20 186  9.5 999 99.0 9999
2012 01 18 14 30 187  9.1 999 99.0 9999
2012 01 18 14 40 188  9.2 999 99.0 9999
2012 01 18 14 50 188  8.8 182 11.7 1416
2012 01 18 15 00 190  9.5 999 99.0 9999
2012 01 18 15 10 189  8.8 999 99.0 9999
2012 01 18 15 20 191  9.0 999 99.0 9999
2012 01 18 15 30 191  8.8 999 99.0 9999
2012 01 18 15 40 189  8.7 999 99.0 9999
2012 01 18 15 50 191  8.8 190 11.8 1452
2012 01 18 16 00 195  8.8 999 99.0 9999
2012 01 18 16 10 195  8.2 999 99.0 9999
2012 01 18 16 20 192  8.4 999 99.0 9999
2012 01 18 16 30 191  8.7 999 99.0 9999
2012 01 18 16 40 192  8.3 999 99.0 9999
2012 01 18 16 50 190  8.3 203 10.7 1550
2012 01 18 17 00 194  8.6 999 99.0 9999
2012 01 18 17 10 192  8.4 999 99.0 9999
2012 01 18 17 20 195  8.3 999 99.0 9999
2012 01 18 17 30 193  8.3 999 99.0 9999
2012 01 18 17 40 191  8.4 999 99.0 9999
2012 01 18 17 50 191  8.4 194 10.5 1739
2012 01 18 18 00 189  8.7 999 99.0 9999
2012 01 18 18 10 191  8.6 999 99.0 9999
2012 01 18 18 20 192  8.0 999 99.0 9999
2012 01 18 18 30 190  7.7 999 99.0 9999
2012 01 18 18 40 191  7.4 999 99.0 9999
2012 01 18 18 50 189  7.3 184 10.6 1758
2012 01 18 19 00 192  8.0 999 99.0 9999
2012 01 18 19 10 193  8.0 999 99.0 9999
2012 01 18 19 20 193  7.8 999 99.0 9999
2012 01 18 19 30 192  7.5 999 99.0 9999
2012 01 18 19 40 190  7.1 999 99.0 9999
2012 01 18 19 50 189  7.3 194  9.5 1904
2012 01 18 20 00 188  7.6 999 99.0 9999
2012 01 18 20 10 188  7.5 999 99.0 9999
2012 01 18 20 20 188  7.7 999 99.0 9999
2012 01 18 20 30 188  7.7 999 99.0 9999
2012 01 18 20 40 187  7.6 999 99.0 9999
2012 01 18 20 50 181  7.6 190  9.4 2025
2012 01 18 21 00 178  7.8 999 99.0 9999
2012 01 18 21 10 179  7.8 999 99.0 9999
2012 01 18 21 20 179  7.6 999 99.0 9999
2012 01 18 21 30 178  7.5 999 99.0 9999
2012 01 18 21 40 179  7.4 999 99.0 9999
2012 01 18 21 50 178  7.7 175  9.8 2056
2012 01 18 22 00 178  7.2 999 99.0 9999
2012 01 18 22 10 180  7.5 999 99.0 9999
2012 01 18 22 20 181  7.2 999 99.0 9999
2012 01 18 22 30 183  7.0 999 99.0 9999
2012 01 18 22 40 181  7.1 999 99.0 9999
2012 01 18 22 50 177  7.3 183  9.0 2209
2012 01 18 23 00 179  6.8 999 99.0 9999
2012 01 18 23 10 180  6.8 999 99.0 9999
2012 01 18 23 20 180  6.6 999 99.0 9999
2012 01 18 23 30 182  6.9 999 99.0 9999
2012 01 18 23 40 183  6.9 999 99.0 9999
2012 01 18 23 50 182  6.3 184  8.6 2333
2012 01 19 00 00 181  6.9 999 99.0 9999
2012 01 19 00 10 181  7.2 999 99.0 9999
2012 01 19 00 20 183  6.8 999 99.0 9999
2012 01 19 00 30 186  6.4 999 99.0 9999
2012 01 19 00 40 187  6.9 999 99.0 9999
2012 01 19 00 50 187  6.5 183  8.6 0010
2012 01 19 01 00 189  6.6 999 99.0 9999
2012 01 19 01 10 192  6.4 999 99.0 9999
2012 01 19 01 20 194  6.6 999 99.0 9999
2012 01 19 01 30 192  6.3 999 99.0 9999
2012 01 19 01 40 192  6.1 999 99.0 9999
2012 01 19 01 50 193  5.6 194  8.2 0115
2012 01 19 02 00 189  5.9 999 99.0 9999
2012 01 19 02 10 183  6.3 999 99.0 9999
2012 01 19 02 20 180  6.1 999 99.0 9999
2012 01 19 02 30 180  5.9 999 99.0 9999
2012 01 19 02 40 179  5.8 999 99.0 9999
2012 01 19 02 50 177  5.7 182  7.5 0203
2012 01 19 03 00 177  5.7 999 99.0 9999
2012 01 19 03 10 175  6.2 999 99.0 9999
2012 01 19 03 20 173  6.1 999 99.0 9999
2012 01 19 03 30 172  6.0 999 99.0 9999
2012 01 19 03 40 173  6.3 999 99.0 9999
2012 01 19 03 50 174  6.5 173  7.8 0339
2012 01 19 04 00 174  6.2 999 99.0 9999
2012 01 19 04 10 175  6.3 999 99.0 9999
2012 01 19 04 20 173  6.1 999 99.0 9999
2012 01 19 04 30 171  5.6 999 99.0 9999
2012 01 19 04 40 173  6.0 999 99.0 9999
2012 01 19 04 50 170  5.6 170  7.5 0401
2012 01 19 05 00 172  5.7 999 99.0 9999
2012 01 19 05 10 172  5.7 999 99.0 9999
2012 01 19 05 20 175  5.1 999 99.0 9999
2012 01 19 05 30 176  5.1 999 99.0 9999
2012 01 19 05 40 178  4.9 999 99.0 9999
2012 01 19 05 50 177  5.3 172  7.3 0502
2012 01 19 06 00 175  5.0 999 99.0 9999
2012 01 19 06 10 172  5.4 999 99.0 9999
2012 01 19 06 20 172  5.1 999 99.0 9999
2012 01 19 06 30 173  5.3 999 99.0 9999
2012 01 19 06 40 174  5.3 999 99.0 9999
2012 01 19 06 50 173  5.1 171  6.9 0635
2012 01 19 07 00 172  5.3 999 99.0 9999
2012 01 19 07 10 171  5.1 999 99.0 9999
2012 01 19 07 20 172  5.1 999 99.0 9999
2012 01 19 07 30 175  5.5 999 99.0 9999
2012 01 19 07 40 176  5.7 999 99.0 9999
2012 01 19 07 50 173  5.5 166  6.7 0746
2012 01 19 08 00 172  5.8 999 99.0 9999
2012 01 19 08 10 171  5.9 999 99.0 9999
2012 01 19 08 20 173  6.1 999 99.0 9999
2012 01 19 08 30 173  6.2 999 99.0 9999
2012 01 19 08 40 175  5.8 999 99.0 9999
2012 01 19 08 50 175  5.9 167  7.5 0811
2012 01 19 09 00 175  6.1 999 99.0 9999
2012 01 19 09 10 174  5.9 999 99.0 9999
2012 01 19 09 20 177  5.9 999 99.0 9999
2012 01 19 09 30 177  6.0 999 99.0 9999
2012 01 19 09 40 178  5.9 999 99.0 9999
2012 01 19 09 50 178  5.7 175  7.4 0930
2012 01 19 10 00 180  5.5 999 99.0 9999
2012 01 19 10 10 177  5.6 999 99.0 9999
2012 01 19 10 20 177  5.5 999 99.0 9999
2012 01 19 10 30 176  5.9 999 99.0 9999
2012 01 19 10 40 176  5.8 999 99.0 9999
2012 01 19 10 50 178  5.7 180  6.9 1032
2012 01 19 11 00 182  6.0 999 99.0 9999
2012 01 19 11 10 179  5.6 999 99.0 9999
2012 01 19 11 20 179  5.4 999 99.0 9999
2012 01 19 11 30 181  5.3 999 99.0 9999
2012 01 19 11 40 182  5.2 999 99.0 9999
2012 01 19 11 50 184  4.9 172  7.0 1058
2012 01 19 12 00 188  4.8 999 99.0 9999
2012 01 19 12 10 185  5.1 999 99.0 9999
2012 01 19 12 20 184  5.1 999 99.0 9999
2012 01 19 12 30 185  5.1 999 99.0 9999
2012 01 19 12 40 186  5.0 999 99.0 9999
2012 01 19 12 50 180  4.8 182  6.2 1215
2012 01 19 13 00 178  5.2 999 99.0 9999
2012 01 19 13 10 179  4.7 999 99.0 9999
2012 01 19 13 20 183  5.0 999 99.0 9999
2012 01 19 13 30 181  5.1 999 99.0 9999
2012 01 19 13 40 182  4.6 999 99.0 9999
2012 01 19 13 50 185  4.6 170  6.3 1317
2012 01 19 14 00 187  4.6 999 99.0 9999
2012 01 19 14 10 186  4.4 999 99.0 9999
2012 01 19 14 20 190  4.5 999 99.0 9999
2012 01 19 14 30 193  4.2 999 99.0 9999
2012 01 19 14 40 191  4.1 999 99.0 9999
2012 01 19 14 50 193  4.0 182  5.6 1351
2012 01 19 15 00 186  4.4 999 99.0 9999
2012 01 19 15 10 189  4.3 999 99.0 9999
2012 01 19 15 20 186  4.5 999 99.0 9999
2012 01 19 15 30 185  4.3 999 99.0 9999
2012 01 19 15 40 184  4.3 999 99.0 9999
2012 01 19 15 50 191  4.4 186  5.5 1519
2012 01 19 16 00 191  4.2 999 99.0 9999
2012 01 19 16 10 191  4.1 999 99.0 9999
2012 01 19 16 20 188  4.0 999 99.0 9999
2012 01 19 16 30 188  4.0 999 99.0 9999
2012 01 19 16 40 186  3.8 999 99.0 9999
2012 01 19 16 50 189  3.5 185  5.1 1603
2012 01 19 17 00 185  3.5 999 99.0 9999
2012 01 19 17 10 189  3.4 999 99.0 9999
2012 01 19 17 20 191  3.3 999 99.0 9999
2012 01 19 17 30 191  3.2 999 99.0 9999
2012 01 19 17 40 189  3.2 999 99.0 9999
2012 01 19 17 50 191  3.1 182  4.2 1704
2012 01 19 18 00 186  3.2 999 99.0 9999
2012 01 19 18 10 185  3.0 999 99.0 9999
2012 01 19 18 20 186  3.1 999 99.0 9999
2012 01 19 18 30 185  2.9 999 99.0 9999
2012 01 19 18 40 173  3.4 999 99.0 9999
2012 01 19 18 50 176  3.5 176  4.5 1843
2012 01 19 19 00 179  3.1 999 99.0 9999
2012 01 19 19 10 181  3.2 999 99.0 9999
2012 01 19 19 20 177  3.2 999 99.0 9999
2012 01 19 19 30 178  3.0 999 99.0 9999
2012 01 19 19 40 173  2.8 999 99.0 9999
2012 01 19 19 50 169  2.6 175  4.0 1855
2012 01 19 20 00 181  2.3 999 99.0 9999
2012 01 19 20 10 177  2.5 999 99.0 9999
2012 01 19 20 20 172  2.6 999 99.0 9999
2012 01 19 20 30 171  2.5 999 99.0 9999
2012 01 19 20 40 167  2.2 999 99.0 9999
2012 01 19 20 50 169  2.2 167  3.4 2014
2012 01 19 21 00 169  2.2 999 99.0 9999
2012 01 19 21 10 170  2.3 999 99.0 9999
2012 01 19 21 20 171  2.2 999 99.0 9999
2012 01 19 21 30 178  2.1 999 99.0 9999
2012 01 19 21 40 187  2.1 999 99.0 9999
2012 01 19 21 50 181  2.0 167  3.1 2145
2012 01 19 22 00 186  2.2 999 99.0 9999
2012 01 19 22 10 188  2.2 999 99.0 9999
2012 01 19 22 20 185  2.5 999 99.0 9999
2012 01 19 22 30 182  2.4 999 99.0 9999
2012 01 19 22 40 184  2.3 999 99.0 9999
2012 01 19 22 50 191  2.2 183  3.5 2217
2012 01 19 23 00 182  1.9 999 99.0 9999
2012 01 19 23 10 182  2.1 999 99.0 9999
2012 01 19 23 20 187  2.0 999 99.0 9999
2012 01 19 23 30 185  2.0 999 99.0 9999
2012 01 19 23 40 189  2.2 999 99.0 9999
2012 01 19 23 50 186  2.1 176  2.9 2302
2012 01 20 00 00 192  2.2 999 99.0 9999
2012 01 20 00 10 189  2.2 999 99.0 9999
2012 01 20 00 20 188  2.1 999 99.0 9999
2012 01 20 00 30 186  1.9 999 99.0 9999
2012 01 20 00 40 185  1.9 999 99.0 9999
2012 01 20 00 50 196  1.8 196  3.1 2357
2012 01 20 01 00 201  1.6 999 99.0 9999
2012 01 20 01 10 202  1.7 999 99.0 9999
2012 01 20 01 20 200  1.4 999 99.0 9999
2012 01 20 01 30 194  1.6 999 99.0 9999
2012 01 20 01 40 186  1.6 999 99.0 9999
2012 01 20 01 50 183  1.6 198  2.4 0125
2012 01 20 02 00 177  1.5 999 99.0 9999
2012 01 20 02 10 188  1.7 999 99.0 9999
2012 01 20 02 20 195  1.6 999 99.0 9999
2012 01 20 02 30 193  1.5 999 99.0 9999
2012 01 20 02 40 191  1.4 999 99.0 9999
2012 01 20 02 50 188  1.4 165  2.5 0201
2012 01 20 03 00 174  1.3 999 99.0 9999
2012 01 20 03 10 177  1.1 999 99.0 9999
2012 01 20 03 20 162  1.1 999 99.0 9999
2012 01 20 03 30 152  1.2 999 99.0 9999
2012 01 20 03 40 156  0.9 999 99.0 9999
2012 01 20 03 50 175  0.8 146  2.0 0252
2012 01 20 04 00 172  1.1 999 99.0 9999
2012 01 20 04 10 158  1.1 999 99.0 9999
2012 01 20 04 20 145  1.7 999 99.0 9999
2012 01 20 04 30 138  1.7 999 99.0 9999
2012 01 20 04 40 135  1.9 999 99.0 9999
2012 01 20 04 50 132  2.3 122  3.2 0442
2012 01 20 05 00 130  2.6 999 99.0 9999
2012 01 20 05 10 130  2.5 999 99.0 9999
2012 01 20 05 20 129  2.7 999 99.0 9999
2012 01 20 05 30 135  2.6 999 99.0 9999
2012 01 20 05 40 138  2.4 999 99.0 9999
2012 01 20 05 50 136  2.2 136  3.7 0523
2012 01 20 06 00 135  2.3 999 99.0 9999
2012 01 20 06 10 133  2.3 999 99.0 9999
2012 01 20 06 20 125  2.7 999 99.0 9999
2012 01 20 06 30 125  2.8 999 99.0 9999
2012 01 20 06 40 128  2.9 999 99.0 9999
2012 01 20 06 50 131  3.1 131  4.2 0646
2012 01 20 07 00 132  3.1 999 99.0 9999
2012 01 20 07 10 135  3.1 999 99.0 9999
2012 01 20 07 20 137  3.0 999 99.0 9999
2012 01 20 07 30 135  3.2 999 99.0 9999
2012 01 20 07 40 134  3.7 999 99.0 9999
2012 01 20 07 50 144  3.6 139  4.7 0739
2012 01 20 08 00 140  3.6 999 99.0 9999
2012 01 20 08 10 138  3.4 999 99.0 9999
2012 01 20 08 20 138  3.6 999 99.0 9999
2012 01 20 08 30 134  3.1 999 99.0 9999
2012 01 20 08 40 130  3.1 999 99.0 9999
2012 01 20 08 50 134  2.9 144  4.8 0750
2012 01 20 09 00 126  2.5 999 99.0 9999
2012 01 20 09 10 125  2.2 999 99.0 9999
2012 01 20 09 20 124  2.2 999 99.0 9999
2012 01 20 09 30 128  2.0 999 99.0 9999
2012 01 20 09 40 132  1.6 999 99.0 9999
2012 01 20 09 50 123  2.0 107  3.4 0912
2012 01 20 10 00 121  1.9 999 99.0 9999
2012 01 20 10 10 119  2.0 999 99.0 9999
2012 01 20 10 20 118  2.1 999 99.0 9999
2012 01 20 10 30 113  2.0 999 99.0 9999
2012 01 20 10 40 116  1.9 999 99.0 9999
2012 01 20 10 50 114  1.6 118  3.0 1018
2012 01 20 11 00 109  1.7 999 99.0 9999
2012 01 20 11 10 128  2.1 999 99.0 9999
2012 01 20 11 20 119  3.0 999 99.0 9999
2012 01 20 11 30 117  2.7 999 99.0 9999
2012 01 20 11 40 115  2.5 999 99.0 9999
2012 01 20 11 50 110  2.1 119  3.8 1112
2012 01 20 12 00 114  2.4 999 99.0 9999
2012 01 20 12 10 116  2.1 999 99.0 9999
2012 01 20 12 20 112  2.2 999 99.0 9999
2012 01 20 12 30 112  2.1 999 99.0 9999
2012 01 20 12 40 109  1.8 999 99.0 9999
2012 01 20 12 50 111  2.1 119  3.3 1158
2012 01 20 13 00 109  2.2 999 99.0 9999
2012 01 20 13 10 121  2.7 999 99.0 9999
2012 01 20 13 20 115  2.9 999 99.0 9999
2012 01 20 13 30 117  2.6 999 99.0 9999
2012 01 20 13 40 121  2.8 999 99.0 9999
2012 01 20 13 50 118  2.6 124  4.0 1338
2012 01 20 14 00 116  2.8 999 99.0 9999
2012 01 20 14 10 116  2.9 999 99.0 9999
2012 01 20 14 20 115  3.0 999 99.0 9999
2012 01 20 14 30 118  2.9 999 99.0 9999
2012 01 20 14 40 115  2.9 999 99.0 9999
2012 01 20 14 50 108  2.8 119  4.2 1412
2012 01 20 15 00 105  3.2 999 99.0 9999
2012 01 20 15 10 114  3.4 999 99.0 9999
2012 01 20 15 20 109  3.6 999 99.0 9999
2012 01 20 15 30 112  3.8 999 99.0 9999
2012 01 20 15 40 108  3.6 999 99.0 9999
2012 01 20 15 50 102  3.6 108  5.0 1533
2012 01 20 16 00  98  3.7 999 99.0 9999
2012 01 20 16 10  99  3.9 999 99.0 9999
2012 01 20 16 20 107  4.0 999 99.0 9999
2012 01 20 16 30 106  4.1 999 99.0 9999
2012 01 20 16 40 113  4.6 999 99.0 9999
2012 01 20 16 50 119  4.5 121  6.1 1637
2012 01 20 17 00 121  4.2 999 99.0 9999
2012 01 20 17 10 121  4.1 999 99.0 9999
2012 01 20 17 20 117  4.3 999 99.0 9999
2012 01 20 17 30 119  4.2 999 99.0 9999
2012 01 20 17 40 112  4.5 999 99.0 9999
2012 01 20 17 50 110  4.5 108  5.8 1737
2012 01 20 18 00 112  4.1 999 99.0 9999
2012 01 20 18 10 109  4.7 999 99.0 9999
2012 01 20 18 20 109  4.5 999 99.0 9999
2012 01 20 18 30 109  4.6 999 99.0 9999
2012 01 20 18 40 105  4.6 999 99.0 9999
2012 01 20 18 50 112  4.7 110  6.3 1840
2012 01 20 19 00 109  4.5 999 99.0 9999
2012 01 20 19 10 113  4.5 999 99.0 9999
2012 01 20 19 20 110  4.9 999 99.0 9999
2012 01 20 19 30 114  5.1 999 99.0 9999
2012 01 20 19 40 110  5.1 999 99.0 9999
2012 01 20 19 50 106  4.7 113  6.4 1929
2012 01 20 20 00 114  4.7 999 99.0 9999
2012 01 20 20 10 116  4.9 999 99.0 9999
2012 01 20 20 20 118  4.6 999 99.0 9999
2012 01 20 20 30 118  4.8 999 99.0 9999
2012 01 20 20 40 115  4.9 999 99.0 9999
2012 01 20 20 50 116  4.8 108  6.4 2007
2012 01 20 21 00 116  4.8 999 99.0 9999
2012 01 20 21 10 116  4.3 999 99.0 9999
2012 01 20 21 20 119  4.9 999 99.0 9999
2012 01 20 21 30 119  4.7 999 99.0 9999
2012 01 20 21 40 118  5.0 999 99.0 9999
2012 01 20 21 50 121  5.0 117  6.3 2147
2012 01 20 22 00 123  4.8 999 99.0 9999
2012 01 20 22 10 118  5.0 999 99.0 9999
2012 01 20 22 20 116  4.6 999 99.0 9999
2012 01 20 22 30 117  4.4 999 99.0 9999
2012 01 20 22 40 117  4.1 999 99.0 9999
2012 01 20 22 50 115  3.9 121  6.1 2156
2012 01 20 23 00 109  4.4 999 99.0 9999
2012 01 20 23 10 115  4.3 999 99.0 9999
2012 01 20 23 20 125  4.4 999 99.0 9999
2012 01 20 23 30 127  4.1 999 99.0 9999
2012 01 20 23 40 129  4.0 999 99.0 9999
2012 01 20 23 50 126  4.2 126  5.8 2312
2012 01 21 00 00 127  3.9 999 99.0 9999
2012 01 21 00 10 131  4.0 999 99.0 9999
2012 01 21 00 20 123  4.2 999 99.0 9999
2012 01 21 00 30 130  4.2 999 99.0 9999
2012 01 21 00 40 128  4.5 999 99.0 9999
2012 01 21 00 50 122  4.2 127  5.6 0026
2012 01 21 01 00 126  4.2 999 99.0 9999
2012 01 21 01 10 126  4.2 999 99.0 9999
2012 01 21 01 20 132  3.9 999 99.0 9999
2012 01 21 01 30 128  4.1 999 99.0 9999
2012 01 21 01 40 124  3.9 999 99.0 9999
2012 01 21 01 50 125  3.9 133  5.4 0052
2012 01 21 02 00 128  3.7 999 99.0 9999
2012 01 21 02 10 124  3.8 999 99.0 9999
2012 01 21 02 20 125  4.1 999 99.0 9999
2012 01 21 02 30 127  3.9 999 99.0 9999
2012 01 21 02 40 122  3.8 999 99.0 9999
2012 01 21 02 50 123  3.4 125  5.1 0242
2012 01 21 03 00 120  3.2 999 99.0 9999
2012 01 21 03 10 114  3.2 999 99.0 9999
2012 01 21 03 20 112  3.2 999 99.0 9999
2012 01 21 03 30 106  3.1 999 99.0 9999
2012 01 21 03 40 104  3.1 999 99.0 9999
2012 01 21 03 50  97  3.1  98  4.4 0321
2012 01 21 04 00  95  3.0 999 99.0 9999
2012 01 21 04 10  93  3.1 999 99.0 9999
2012 01 21 04 20  90  3.0 999 99.0 9999
2012 01 21 04 30  88  3.0 999 99.0 9999
2012 01 21 04 40  86  3.3 999 99.0 9999
2012 01 21 04 50  87  3.1  87  4.3 0428
2012 01 21 05 00  80  3.2 999 99.0 9999
2012 01 21 05 10  80  3.1 999 99.0 9999
2012 01 21 05 20  85  3.4 999 99.0 9999
2012 01 21 05 30  79  3.4 999 99.0 9999
2012 01 21 05 40  80  3.6 999 99.0 9999
2012 01 21 05 50  86  3.6  99  4.9 0545
2012 01 21 06 00  83  3.5 999 99.0 9999
2012 01 21 06 10  82  3.7 999 99.0 9999
2012 01 21 06 20  88  3.8 999 99.0 9999
2012 01 21 06 30  89  3.8 999 99.0 9999
2012 01 21 06 40  86  3.9 999 99.0 9999
2012 01 21 06 50  83  3.9  82  5.2 0647
2012 01 21 07 00  82  4.0 999 99.0 9999
2012 01 21 07 10  77  3.7 999 99.0 9999
2012 01 21 07 20  82  3.7 999 99.0 9999
2012 01 21 07 30  82  3.8 999 99.0 9999
2012 01 21 07 40  83  3.7 999 99.0 9999
2012 01 21 07 50  84  3.9  96  5.2 0744
2012 01 21 08 00  78  4.0 999 99.0 9999
2012 01 21 08 10  75  3.7 999 99.0 9999
2012 01 21 08 20  80  3.7 999 99.0 9999
2012 01 21 08 30  73  3.5 999 99.0 9999
2012 01 21 08 40  80  3.5 999 99.0 9999
2012 01 21 08 50  77  3.8  83  5.4 0800
2012 01 21 09 00  82  3.4 999 99.0 9999
2012 01 21 09 10  80  3.2 999 99.0 9999
2012 01 21 09 20  78  3.1 999 99.0 9999
2012 01 21 09 30  75  3.0 999 99.0 9999
2012 01 21 09 40  74  2.9 999 99.0 9999
2012 01 21 09 50  70  2.8  95  5.0 0853
2012 01 21 10 00  64  2.9 999 99.0 9999
2012 01 21 10 10  59  3.2 999 99.0 9999
2012 01 21 10 20  65  3.4 999 99.0 9999
2012 01 21 10 30  66  3.5 999 99.0 9999
2012 01 21 10 40  63  3.6 999 99.0 9999
2012 01 21 10 50  53  3.3  62  4.7 1036
2012 01 21 11 00  45  3.4 999 99.0 9999
2012 01 21 11 10  41  3.3 999 99.0 9999
2012 01 21 11 20  51  3.3 999 99.0 9999
2012 01 21 11 30  56  3.2 999 99.0 9999
2012 01 21 11 40  56  3.2 999 99.0 9999
2012 01 21 11 50  64  3.7  74  5.1 1148
2012 01 21 12 00  71  4.1 999 99.0 9999
2012 01 21 12 10  67  3.9 999 99.0 9999
2012 01 21 12 20  75  3.9 999 99.0 9999
2012 01 21 12 30  73  3.8 999 99.0 9999
2012 01 21 12 40  75  4.4 999 99.0 9999
2012 01 21 12 50  77  4.5  88  6.3 1247
2012 01 21 13 00  73  4.3 999 99.0 9999
2012 01 21 13 10  67  4.8 999 99.0 9999
2012 01 21 13 20  68  4.5 999 99.0 9999
2012 01 21 13 30  73  5.2 999 99.0 9999
2012 01 21 13 40  76  5.2 999 99.0 9999
2012 01 21 13 50  74  5.3  89  7.2 1339
2012 01 21 14 00  75  5.0 999 99.0 9999
2012 01 21 14 10  74  4.8 999 99.0 9999
2012 01 21 14 20  83  4.7 999 99.0 9999
2012 01 21 14 30  79  4.7 999 99.0 9999
2012 01 21 14 40  78  4.6 999 99.0 9999
2012 01 21 14 50  76  4.6  84  6.9 1405
2012 01 21 15 00  80  4.6 999 99.0 9999
2012 01 21 15 10  78  4.6 999 99.0 9999
2012 01 21 15 20  77  4.6 999 99.0 9999
2012 01 21 15 30  81  5.0 999 99.0 9999
2012 01 21 15 40  86  4.9 999 99.0 9999
2012 01 21 15 50  85  5.0  94  6.8 1530
2012 01 21 16 00  81  4.9 999 99.0 9999
2012 01 21 16 10  74  4.8 999 99.0 9999
2012 01 21 16 20  68  4.5 999 99.0 9999
2012 01 21 16 30  71  4.6 999 99.0 9999
2012 01 21 16 40  70  4.8 999 99.0 9999
2012 01 21 16 50  71  5.1  73  6.5 1646
2012 01 21 17 00  73  4.8 999 99.0 9999
2012 01 21 17 10  75  5.0 999 99.0 9999
2012 01 21 17 20  75  5.2 999 99.0 9999
2012 01 21 17 30  79  4.9 999 99.0 9999
2012 01 21 17 40  78  4.8 999 99.0 9999
2012 01 21 17 50  80  4.7  82  7.0 1715
2012 01 21 18 00  84  5.0 999 99.0 9999
2012 01 21 18 10  84  4.7 999 99.0 9999
2012 01 21 18 20  85  5.0 999 99.0 9999
2012 01 21 18 30  87  5.2 999 99.0 9999
2012 01 21 18 40  86  5.5 999 99.0 9999
2012 01 21 18 50  85  5.1  87  7.1 1834
2012 01 21 19 00  88  5.0 999 99.0 9999
2012 01 21 19 10  95  4.9 999 99.0 9999
2012 01 21 19 20  89  4.4 999 99.0 9999
2012 01 21 19 30  87  4.6 999 99.0 9999
2012 01 21 19 40  90  4.6 999 99.0 9999
2012 01 21 19 50  89  4.6 101  6.8 1901
2012 01 21 20 00  85  4.8 999 99.0 9999
2012 01 21 20 10  90  5.2 999 99.0 9999
2012 01 21 20 20  90  5.1 999 99.0 9999
2012 01 21 20 30  92  5.0 999 99.0 9999
2012 01 21 20 40  94  5.0 999 99.0 9999
2012 01 21 20 50  93  4.9 100  7.0 2019
2012 01 21 21 00  92  4.9 999 99.0 9999
2012 01 21 21 10  94  4.8 999 99.0 9999
2012 01 21 21 20  91  4.9 999 99.0 9999
2012 01 21 21 30  89  4.6 999 99.0 9999
2012 01 21 21 40  92  4.8 999 99.0 9999
2012 01 21 21 50  99  4.9 102  6.6 2144
2012 01 21 22 00  98  4.7 999 99.0 9999
2012 01 21 22 10 100  4.4 999 99.0 9999
2012 01 21 22 20 110  4.8 999 99.0 9999
2012 01 21 22 30 105  4.8 999 99.0 9999
2012 01 21 22 40 102  4.9 999 99.0 9999
2012 01 21 22 50 104  4.5 102  6.8 2222
2012 01 21 23 00 108  4.5 999 99.0 9999
2012 01 21 23 10 110  4.9 999 99.0 9999
2012 01 21 23 20 104  4.4 999 99.0 9999
2012 01 21 23 30 111  4.7 999 99.0 9999
2012 01 21 23 40 117  4.9 999 99.0 9999
2012 01 21 23 50 109  5.2 111  6.8 2341
2012 01 22 00 00 105  5.6 999 99.0 9999
2012 01 22 00 10 110  5.6 999 99.0 9999
2012 01 22 00 20 106  5.2 999 99.0 9999
2012 01 22 00 30 111  5.5 999 99.0 9999
2012 01 22 00 40 111  5.3 999 99.0 9999
2012 01 22 00 50 114  5.4 115  7.5 0006
2012 01 22 01 00 112  5.0 999 99.0 9999
2012 01 22 01 10 112  5.3 999 99.0 9999
2012 01 22 01 20 113  5.4 999 99.0 9999
2012 01 22 01 30 108  5.2 999 99.0 9999
2012 01 22 01 40 108  5.2 999 99.0 9999
2012 01 22 01 50 108  5.2 109  7.1 0116
2012 01 22 02 00 110  5.5 999 99.0 9999
2012 01 22 02 10 111  5.6 999 99.0 9999
2012 01 22 02 20 112  5.2 999 99.0 9999
2012 01 22 02 30 105  4.5 999 99.0 9999
2012 01 22 02 40 100  4.1 999 99.0 9999
2012 01 22 02 50  95  3.8 110  7.4 0208
2012 01 22 03 00  95  4.2 999 99.0 9999
2012 01 22 03 10  90  4.4 999 99.0 9999
2012 01 22 03 20  88  4.6 999 99.0 9999
2012 01 22 03 30  83  5.0 999 99.0 9999
2012 01 22 03 40  88  4.9 999 99.0 9999
2012 01 22 03 50  98  4.7 106  6.6 0346
2012 01 22 04 00 101  4.4 999 99.0 9999
2012 01 22 04 10 104  3.8 999 99.0 9999
2012 01 22 04 20 101  4.1 999 99.0 9999
2012 01 22 04 30  93  4.2 999 99.0 9999
2012 01 22 04 40  95  4.4 999 99.0 9999
2012 01 22 04 50 103  5.5 108  7.0 0444
2012 01 22 05 00 102  5.4 999 99.0 9999
2012 01 22 05 10  99  5.6 999 99.0 9999
2012 01 22 05 20  95  5.4 999 99.0 9999
2012 01 22 05 30  91  5.4 999 99.0 9999
2012 01 22 05 40  91  5.5 999 99.0 9999
2012 01 22 05 50  93  5.9  99  7.4 0508
2012 01 22 06 00  88  5.8 999 99.0 9999
2012 01 22 06 10  91  6.2 999 99.0 9999
